source_image_id,image_route_name_no_placement,image_v16_summary_mode_aux,image_flat_route_class_aux,image_route_family_v2,image_person_shot_type,image_context_intent,image_routing_confidence,positive_total,ar_mode_group_count,shown_crop_count,review_image,source_image,mode_counts_json,target_ar_counts_json,routing_v2_counts_json,flat_route_counts_json
sstk_image_1093991057,person_single_full_body,person_single_full_body,person_single|full_body|center|balanced|feasible,person_single,full_body,balanced,0.99,11,11,11,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1093991057.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1093991057.jpg,"{""person_single_face_headshot_center"": 4, ""person_single_upper_half_body_center"": 3, ""person_single_upper_half_body_rot"": 3, ""scene_center"": 1}","{""1:1"": 1, ""3:4"": 3, ""9:16"": 3, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 4, ""person_single/upper_half_body/center/balanced/feasible"": 3, ""person_single/upper_half_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 4, ""person_single|upper_half_body|center|balanced|feasible"": 3, ""person_single|upper_half_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 1}"
sstk_image_306865853,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.6,15,15,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_306865853.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_306865853.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_upper_half_body_center"": 2, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 6}","{""16:9"": 1, ""1:1"": 3, ""3:4"": 3, ""4:3"": 1, ""9:16"": 3, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/upper_half_body/center/balanced/feasible"": 2, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 6}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|upper_half_body|center|balanced|feasible"": 2, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 6}"
sstk_image_1513740437,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|balanced|feasible,person_single,upper_half_body,balanced,0.95,6,6,6,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1513740437.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1513740437.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_upper_half_body_rot"": 2, ""scene_center"": 1}","{""3:4"": 1, ""9:16"": 2, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/upper_half_body/rot/balanced/feasible"": 2, ""scene/na/center/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|upper_half_body|rot|balanced|feasible"": 2, ""scene|na|center|balanced|feasible"": 1}"
pond5_image_72309116,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.95,10,10,10,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_72309116.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_72309116.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_upper_half_body_center"": 3, ""person_single_upper_half_body_rot"": 2, ""scene_center"": 2}","{""1:1"": 1, ""3:4"": 3, ""9:16"": 2, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/upper_half_body/center/balanced/feasible"": 3, ""person_single/upper_half_body/rot/balanced/feasible"": 2, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|upper_half_body|center|balanced|feasible"": 3, ""person_single|upper_half_body|rot|balanced|feasible"": 2, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_1028476888,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,13,13,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1028476888.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1028476888.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_full_body_center"": 1, ""person_single_full_body_rot"": 3, ""person_single_upper_half_body_rot"": 1, ""scene_center"": 6}","{""16:9"": 1, ""1:1"": 3, ""3:4"": 3, ""4:3"": 1, ""9:16"": 4, ""FREE"": 1}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/full_body/center/balanced/feasible"": 1, ""person_single/full_body/rot/balanced/feasible"": 3, ""person_single/upper_half_body/rot/balanced/feasible"": 1, ""scene/na/center/balanced/feasible"": 6}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|full_body|center|balanced|feasible"": 1, ""person_single|full_body|rot|balanced|feasible"": 3, ""person_single|upper_half_body|rot|balanced|feasible"": 1, ""scene|na|center|balanced|feasible"": 6}"
pond5_image_105898371,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,17,16,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_105898371.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_105898371.jpg,"{""person_group_center"": 3, ""person_group_rot"": 3, ""person_single_face_headshot_center"": 4, ""person_single_upper_half_body_center"": 4, ""person_single_upper_half_body_rot"": 2, ""scene_center"": 1}","{""16:9"": 1, ""1:1"": 1, ""3:4"": 4, ""4:3"": 1, ""9:16"": 4, ""FREE"": 6}","{""person_group/na/center/balanced/feasible"": 3, ""person_group/na/rot/balanced/feasible"": 3, ""person_single/face_headshot/center/tight_subject/feasible"": 4, ""person_single/upper_half_body/center/balanced/feasible"": 4, ""person_single/upper_half_body/rot/balanced/feasible"": 2, ""scene/na/center/balanced/feasible"": 1}","{""person_group|na|center|balanced|feasible"": 3, ""person_group|na|rot|balanced|feasible"": 3, ""person_single|face_headshot|center|tight_subject|feasible"": 4, ""person_single|upper_half_body|center|balanced|feasible"": 4, ""person_single|upper_half_body|rot|balanced|feasible"": 2, ""scene|na|center|balanced|feasible"": 1}"
sstk_image_2238223839,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.722908,11,11,11,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2238223839.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2238223839.jpg,"{""pet_dogcat_center"": 4, ""pet_dogcat_rot"": 3, ""scene_center"": 4}","{""1:1"": 2, ""3:4"": 3, ""9:16"": 3, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 4, ""pet_dogcat/na/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 4}","{""pet_dogcat|na|center|tight_subject|feasible"": 4, ""pet_dogcat|na|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 4}"
sstk_image_2324929949,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.729425,15,15,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2324929949.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2324929949.jpg,"{""pet_dogcat_center"": 5, ""pet_dogcat_rot"": 4, ""scene_center"": 6}","{""16:9"": 1, ""1:1"": 3, ""3:4"": 3, ""4:3"": 2, ""9:16"": 3, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 5, ""pet_dogcat/na/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 6}","{""pet_dogcat|na|center|tight_subject|feasible"": 5, ""pet_dogcat|na|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 6}"
sstk_image_1920906035,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.703858,9,9,9,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1920906035.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1920906035.jpg,"{""pet_dogcat_center"": 4, ""pet_dogcat_rot"": 4, ""scene_center"": 1}","{""1:1"": 2, ""3:4"": 2, ""9:16"": 2, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 4, ""pet_dogcat/na/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 1}","{""pet_dogcat|na|center|tight_subject|feasible"": 4, ""pet_dogcat|na|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 1}"
sstk_image_602034689,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.719966,7,7,7,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_602034689.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_602034689.jpg,"{""pet_dogcat_center"": 3, ""pet_dogcat_rot"": 3, ""scene_center"": 1}","{""3:4"": 2, ""9:16"": 2, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 3, ""pet_dogcat/na/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 1}","{""pet_dogcat|na|center|tight_subject|feasible"": 3, ""pet_dogcat|na|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 1}"
sstk_image_2133764627,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.723817,11,11,11,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2133764627.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2133764627.jpg,"{""pet_dogcat_center"": 3, ""pet_dogcat_rot"": 2, ""scene_center"": 6}","{""16:9"": 1, ""1:1"": 1, ""3:4"": 2, ""4:3"": 1, ""9:16"": 3, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 3, ""pet_dogcat/na/rot/balanced/feasible"": 2, ""scene/na/center/balanced/feasible"": 6}","{""pet_dogcat|na|center|tight_subject|feasible"": 3, ""pet_dogcat|na|rot|balanced|feasible"": 2, ""scene|na|center|balanced|feasible"": 6}"
sstk_image_2085032707,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.686768,9,9,9,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2085032707.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2085032707.jpg,"{""pet_dogcat_center"": 4, ""pet_dogcat_rot"": 4, ""scene_center"": 1}","{""1:1"": 2, ""3:4"": 2, ""9:16"": 2, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 4, ""pet_dogcat/na/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 1}","{""pet_dogcat|na|center|tight_subject|feasible"": 4, ""pet_dogcat|na|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 1}"
sstk_image_670931368,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.740676,16,16,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_670931368.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_670931368.jpg,"{""pet_dogcat_center"": 5, ""pet_dogcat_rot"": 5, ""scene_center"": 6}","{""16:9"": 1, ""1:1"": 3, ""3:4"": 3, ""4:3"": 3, ""9:16"": 3, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 5, ""pet_dogcat/na/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 6}","{""pet_dogcat|na|center|tight_subject|feasible"": 5, ""pet_dogcat|na|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 6}"
sstk_image_2237912651,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.703771,17,17,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2237912651.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2237912651.jpg,"{""pet_dogcat_center"": 6, ""pet_dogcat_rot"": 5, ""scene_center"": 6}","{""16:9"": 2, ""1:1"": 3, ""3:4"": 3, ""4:3"": 3, ""9:16"": 3, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 6, ""pet_dogcat/na/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 6}","{""pet_dogcat|na|center|tight_subject|feasible"": 6, ""pet_dogcat|na|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 6}"
sstk_image_1739426189,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.70361,14,14,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1739426189.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1739426189.jpg,"{""pet_dogcat_center"": 6, ""pet_dogcat_rot"": 6, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 2, ""3:4"": 2, ""4:3"": 3, ""9:16"": 2, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 6, ""pet_dogcat/na/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 2}","{""pet_dogcat|na|center|tight_subject|feasible"": 6, ""pet_dogcat|na|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_1691937736,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|balanced|feasible,person_single,upper_half_body,balanced,0.95,10,10,10,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1691937736.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1691937736.jpg,"{""pet_dogcat_center"": 4, ""pet_dogcat_rot"": 4, ""scene_center"": 2}","{""1:1"": 2, ""3:4"": 3, ""9:16"": 2, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 4, ""pet_dogcat/na/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 2}","{""pet_dogcat|na|center|tight_subject|feasible"": 4, ""pet_dogcat|na|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_2801777,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|balanced|feasible,person_single,upper_half_body,balanced,0.95,3,3,3,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2801777.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2801777.jpg,"{""scene_center"": 3}","{""3:4"": 1, ""9:16"": 1, ""FREE"": 1}","{""scene/na/center/balanced/feasible"": 3}","{""scene|na|center|balanced|feasible"": 3}"
pond5_image_114358384,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.95,5,5,5,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_114358384.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_114358384.jpg,"{""person_single_face_headshot_center"": 3, ""scene_center"": 2}","{""1:1"": 1, ""3:4"": 1, ""9:16"": 1, ""FREE"": 2}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""scene|na|center|balanced|feasible"": 2}"
